node,degree
imgt:Segment_Construct_Ricinus_communis_ricin_A_314_1,3
imgt:Segment_Construct_Ricinus_communis_ricin_A_320_1,3
imgt:Segment_Construct_Staphylococcus_aureus_enterotoxin_A_287_1,3
imgt:Segment_Construct_Staphylococcus_aureus_enterotoxin_E_SEA/E120_superantigen_65_1,3
imgt:StudyProduct_3SBio_Inc_Acute_lymphocytic_leukemia_(ALL)_509,3
imgt:StudyProduct_3SBio_Inc_Acute_myeloid_leukemia_(AML)_509,3
imgt:StudyProduct_ADC_Therapeutics_Acute_lymphocytic_leukemia_(ALL)_228,3
imgt:StudyProduct_ADC_Therapeutics_Acute_lymphocytic_leukemia_(ALL)_759,3
imgt:StudyProduct_ADC_Therapeutics_Acute_lymphocytic_leukemia_(ALL)_775,3
imgt:StudyProduct_ADC_Therapeutics_Hodgkin_lymphoma_228,3
imgt:StudyProduct_ADC_Therapeutics_Hodgkin_lymphoma_775,3
imgt:StudyProduct_ALX_Oncology_Inc_Acute_myeloid_leukemia_(AML)_1293,3
imgt:StudyProduct_ALX_Oncology_Inc_Cancers_head_and_neck_1293,3
imgt:StudyProduct_ALX_Oncology_Inc_Non-Hodgkins_lymphoma_(NHL)_1293,3
imgt:StudyProduct_ALX_Oncology_Inc_Solid_tumors_1293,3
imgt:StudyProduct_AVEO_Pharmaceuticals_Cancers_lung_379,3
imgt:StudyProduct_AVEO_Pharmaceuticals_Cancers_non-small_cell_lung_(NSCLC)_379,3
imgt:StudyProduct_AVEO_Pharmaceuticals_Neoplasms_379,3
imgt:StudyProduct_AVEO_Pharmaceuticals_Solid_tumors_379,3
imgt:StudyProduct_AbbVie_Inc_Cancers_non-small_cell_lung_(NSCLC)_1307,3
imgt:StudyProduct_AbbVie_Inc_Cancers_squamous_645,3
imgt:StudyProduct_AbbVie_Inc_Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)_1307,3
imgt:StudyProduct_AbbVie_Inc_Crohns_disease_(CD)_1307,3
imgt:StudyProduct_AbbVie_Inc_Multiple_myeloma_(MM)_720,3
imgt:StudyProduct_Abcuro_Inc_T-cell_Large_Granular_Lymphocytic_Leukemia_1344,3
imgt:StudyProduct_Acceleron_Pharma_Inc_Anemia_chemotherapy-induced_(CIA)_331,3
imgt:StudyProduct_Acceleron_Pharma_Inc_Anemia_in_chronic_kidney_disease-related_(CKD)_331,3
imgt:StudyProduct_Acceleron_Pharma_Inc_Bone_loss_in_cancer_331,3
imgt:StudyProduct_Acceleron_Pharma_Inc_Multiple_myeloma_(MM)_388,3
imgt:StudyProduct_Acceleron_Pharma_Inc_Myelodysplastic_syndromes_(MDS)_331,3
imgt:StudyProduct_Acceleron_Pharma_Inc_Solid_tumors_388,3
imgt:StudyProduct_Actinium_Pharmaceuticals_Inc_Acute_myeloid_leukemia_(AML)_936,3
imgt:StudyProduct_Active_Biotech_AB_Non-small_lung_carcinoma_65,3
imgt:StudyProduct_Active_Biotech_AB_Renal_cell_carcinoma_(RCC)_65,3
imgt:StudyProduct_Adaptimmune_LLC_Cancers_non-small_cell_lung_(NSCLC)_984,3
imgt:StudyProduct_Adaptimmune_LLC_Cancers_non-small_cell_lung_(NSCLC)_987,3
imgt:StudyProduct_Adaptimmune_LLC_Solid_tumors_1041,3
imgt:StudyProduct_Adnexus_Cancers_colorectal_(CRC)_634,3
imgt:StudyProduct_Adnexus_Cancers_non-small_cell_lung_(NSCLC)_634,3
imgt:StudyProduct_Adnexus_Glioblastoma_634,3
imgt:StudyProduct_Affibody_AB_Cancers_breast_1115,3
imgt:StudyProduct_Affimed_Therapeutics_Hodgkin_lymphoma_1388,3
imgt:StudyProduct_Agensys_Cancers_bladder_166,3
imgt:StudyProduct_Agensys_Cancers_pancreatic_166,3
imgt:StudyProduct_Agensys_Cancers_prostate_166,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Acute_myeloid_leukemia_(AML)_1197,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Adenocarcinoma_gastric_1124,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Cancer_gynecology_1196,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Cancers_nasopharyngeal_1093,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Cancers_non-small_cell_lung_(NSCLC)_1124,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Cancers_non-small_cell_lung_(NSCLC)_metastatic_1093,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Carcinoma_nasopharyngeal_(NC)_1124,3
imgt:StudyProduct_Akeso_Biopharma_Inc_GE_Junction_Cancer_1194,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Hepatocellular_carcinoma_(HCC)_1124,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Hodgkin_lymphoma_1093,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Myelodysplastic_syndromes_(MDS)_1197,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Neoplasms_1196,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Peripheral_T/NK_cell_lymphoma_1124,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Solid_tumors_1093,3
imgt:StudyProduct_Akeso_Biopharma_Inc_Solid_tumors_1196,3
imgt:StudyProduct_Alder_Biopharmaceuticals_Inc_Crohns_disease_(CD)_414,3
imgt:StudyProduct_Alder_Biopharmaceuticals_Inc_Psoriatic_arthritis_(PSA)_414,3
imgt:StudyProduct_Alder_Biopharmaceuticals_Inc_Rheumatoid_arthritis_(RA)_414,3
imgt:StudyProduct_Alexion_Pharmaceuticals_Inc_Cancers_blood_356,3
imgt:StudyProduct_Alexion_Pharmaceuticals_Inc_Multiple_myeloma_(MM)_356,3
imgt:StudyProduct_Alphamab_CoLtd_Cancers_breast_triple_negative_(TNBC)_1127,3
imgt:StudyProduct_Alphamab_CoLtd_Cancers_gastric_1122,3
imgt:StudyProduct_Alphamab_CoLtd_Carcinoma_esophageal_1127,3
imgt:StudyProduct_Alpine_Immune_Sciences_Lymphoma_1227,3
imgt:StudyProduct_AltaRex_Corp_Cancers_ovarian_136,3
imgt:StudyProduct_Altor_BioScience_Solid_tumors_advanced_or_metastatic_926,3
imgt:StudyProduct_Amgen_Adenocarcinoma_988,3
imgt:StudyProduct_Amgen_Adenocarcinoma_gastric_1200,3
imgt:StudyProduct_Amgen_Asthma_366,3
imgt:StudyProduct_Amgen_Cancers_168,3
imgt:StudyProduct_Amgen_Cancers_302,3
imgt:StudyProduct_Amgen_Cancers_breast_789,3
imgt:StudyProduct_Amgen_Cancers_colorectal_(CRC)_196,3
imgt:StudyProduct_Amgen_Cancers_endometrial_(EC)_408,3
imgt:StudyProduct_Amgen_Cancers_gastric_302,3
imgt:StudyProduct_Amgen_Cancers_head_and_neck_196,3
imgt:StudyProduct_Amgen_Cancers_non-small_cell_lung_(NSCLC)_224,3
imgt:StudyProduct_Amgen_Cancers_non-small_cell_lung_(NSCLC)_249,3
imgt:StudyProduct_Amgen_Cancers_ovarian_408,3
imgt:StudyProduct_Amgen_Cancers_prostate_249,3
imgt:StudyProduct_Amgen_Cancers_prostate_498,3
imgt:StudyProduct_Amgen_Ewing_sarcoma_168,3
imgt:StudyProduct_Amgen_Glioblastoma_838,3
imgt:StudyProduct_Amgen_Multiple_myeloma_(MM)_249,3
imgt:StudyProduct_Amgen_Solid_tumors_405,3
imgt:StudyProduct_Amphivena_Therapeutics_Myelodysplastic_syndromes_(MDS)_1152,3
imgt:StudyProduct_Antisoma_Angiogenesis_23,3
imgt:StudyProduct_Antisoma_Cancers_breast_251,3
imgt:StudyProduct_Antisoma_Cancers_renal_257,3
imgt:StudyProduct_Antisoma_Melanoma_257,3
imgt:StudyProduct_Apexigen_Inc_Cancers_non-small_cell_lung_(NSCLC)_1088,3
imgt:StudyProduct_Apexigen_Inc_Cancers_pancreatic_metastatic_1088,3
imgt:StudyProduct_Apexigen_Inc_Carcinoma_esophageal_1088,3
imgt:StudyProduct_Apexigen_Inc_Renal_cell_carcinoma_(RCC)_1088,3
imgt:StudyProduct_Apexigen_Inc_Soft-tissue_sarcoma_(STS)_1088,3
imgt:StudyProduct_Appolomics_Inc_Hepatocellular_carcinoma_(HCC)_1077,3
imgt:StudyProduct_Aptevo_Therapeutics_Chronic_lymphocytic_leukemia_(CLL)_488,3
imgt:StudyProduct_Aptevo_Therapeutics_Non-Hodgkins_lymphoma_(NHL)_488,3
imgt:StudyProduct_Arcus_Biosciences_Inc_Cancers_non-small_cell_lung_(NSCLC)_1356,3
imgt:StudyProduct_Arcus_Biosciences_Inc_Melanoma_1356,3
imgt:StudyProduct_Arcus_Biosciences_Inc_Multiple_myeloma_(MM)_1356,3
imgt:StudyProduct_Arcus_Biosciences_Inc_Non-Hodgkins_lymphoma_(NHL)_1356,3
imgt:StudyProduct_Arcus_Biosciences_Inc_Solid_tumors_1071,3
imgt:StudyProduct_Aspyrian_Therapeutics_Inc_Cancers_907,3
imgt:StudyProduct_Astellas_Pharma_Inc_Cancers_755,3
imgt:StudyProduct_AstraZeneca_Cancers_615,3
imgt:StudyProduct_AstraZeneca_Cancers_breast_451,3
imgt:StudyProduct_AstraZeneca_Cancers_colorectal_(CRC)_1418,3
imgt:StudyProduct_AstraZeneca_Cancers_non-small_cell_lung_(NSCLC)_469,3
imgt:StudyProduct_AstraZeneca_Chronic_lymphocytic_leukemia_(CLL)_198,3
imgt:StudyProduct_AstraZeneca_Glioblastoma_multiforme_(GBM)_469,3
imgt:StudyProduct_AstraZeneca_Melanoma_metastatic_240,3
imgt:StudyProduct_AstraZeneca_Mesothelioma_malignant_248,3
imgt:StudyProduct_AstraZeneca_Rheumatoid_arthritis_(RA)_562,3
imgt:StudyProduct_AstraZeneca_Sarcoma_240,3
imgt:StudyProduct_AstraZeneca_Solid_tumors_528,3
imgt:StudyProduct_Atridia_Pty_Ltd_Carcinoma_esophageal_659,3
imgt:StudyProduct_Autolus_Therapeutics_plc_Acute_lymphocytic_leukemia_(ALL)_1103,3
imgt:StudyProduct_Baxter_BioScience_Cancers_504,3
imgt:StudyProduct_Baxter_BioScience_Inflammatory_conditions_504,3
imgt:StudyProduct_Bayer_AG_Cancers_1285,3
imgt:StudyProduct_Bayer_AG_Cancers_prostate_metastatic_1276,3
imgt:StudyProduct_Bayer_HealthCare_Pharmaceuticals_Cancers_938,3
imgt:StudyProduct_Bayer_HealthCare_Pharmaceuticals_Cancers_prostate_498,3
imgt:StudyProduct_Bayer_HealthCare_Pharmaceuticals_Solid_tumors_471,3
imgt:StudyProduct_Beckman_Research_Institute_Cancers_145,3
imgt:StudyProduct_Behringwerke_Aktiengesellschaft_Cancers_breast_27,3
imgt:StudyProduct_Behringwerke_Aktiengesellschaft_Cancers_colorectal_(CRC)_27,3
imgt:StudyProduct_Behringwerke_Aktiengesellschaft_Cancers_lung_27,3
imgt:StudyProduct_BeiGene_Cancers_non-small_cell_lung_(NSCLC)_757,3
imgt:StudyProduct_BioAtla_LLC_Solid_tumors_1268,3
imgt:StudyProduct_BioAtla_LLC_Solid_tumors_1269,3
imgt:StudyProduct_BioAtla_LLC_Solid_tumors_1273,3
imgt:StudyProduct_BioAtla_LLC_Solid_tumors_1274,3
imgt:StudyProduct_BioClin_Therapeutics_Inc_Solid_tumors_891,3
imgt:StudyProduct_Biogen_Inc_Allergic_asthma_158,3
imgt:StudyProduct_Biogen_Inc_Chronic_lymphocytic_leukemia_(CLL)_158,3
imgt:StudyProduct_Biogen_Inc_Lymphoma_splenic_marginal_zone_(SMZL)_238,3
imgt:StudyProduct_Biogen_Inc_Myasthenia_Gravis_(MG)_161,3
imgt:StudyProduct_Biogen_Inc_Non-Hodgkins_lymphoma_(NHL)_154,3
imgt:StudyProduct_Biogen_Inc_Non-Hodgkins_lymphoma_(NHL)_238,3
imgt:StudyProduct_Biogen_Inc_Non-Hodgkins_lymphoma_(NHL)_313,3
imgt:StudyProduct_Biogen_Inc_Psoriasis_154,3
imgt:StudyProduct_Biotest_AG_Multiple_myeloma_(MM)_389,3
imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Acute_myeloid_leukemia_(AML)_743,3
imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Cancers_squamous_283,3
imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Lymphoma_follicular_(FL)_1009,3
imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Lymphoma_follicular_(FL)_1017,3
imgt:StudyProduct_Boehringer_Ingelheim_Pharmaceuticals_Solid_tumors_1009,3
imgt:StudyProduct_Bristol-Myers_Squibb_Acute_myeloid_leukemia_(AML)_423,3
imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_344,3
imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_breast_150,3
imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_colorectal_(CRC)_634,3
imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_head_and_neck_424,3
imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_non-small_cell_lung_(NSCLC)_634,3
imgt:StudyProduct_Bristol-Myers_Squibb_Cancers_ovarian_150,3
imgt:StudyProduct_Bristol-Myers_Squibb_Chronic_lymphocytic_leukemia_(CLL)_781,3
imgt:StudyProduct_Bristol-Myers_Squibb_Glioblastoma_634,3
imgt:StudyProduct_Bristol-Myers_Squibb_Hodgkin_lymphoma_781,3
imgt:StudyProduct_Bristol-Myers_Squibb_Lymphoma_primary_mediastinal_B_cell_(PMBL)_424,3
imgt:StudyProduct_Bristol-Myers_Squibb_Melanoma_metastatic_614,3
imgt:StudyProduct_Bristol-Myers_Squibb_Multiple_myeloma_(MM)_483,3
imgt:StudyProduct_Bristol-Myers_Squibb_Myelodysplastic_syndromes_(MDS)_1362,3
imgt:StudyProduct_Bristol-Myers_Squibb_Neoplasms_1362,3
imgt:StudyProduct_Bristol-Myers_Squibb_Non-Hodgkins_lymphoma_(NHL)_514,3
imgt:StudyProduct_Bristol-Myers_Squibb_Non-Hodgkins_lymphoma_(NHL)_781,3
imgt:StudyProduct_Bristol-Myers_Squibb_Renal_cell_carcinoma_(RCC)_514,3
imgt:StudyProduct_Bristol-Myers_Squibb_Tumors_373,3
imgt:StudyProduct_CARsgen_Therapeutics_Multiple_myeloma_(MM)_1230,3
imgt:StudyProduct_CJSC_Biocad_Cancers_non-small_cell_lung_(NSCLC)_856,3
imgt:StudyProduct_CMC_Biopharmaceuticals_Melanoma_191,3
imgt:StudyProduct_CRISPR_Therapeutics_Hematologic-blood_cancer_1229,3
imgt:StudyProduct_CRISPR_Therapeutics_Multiple_myeloma_(MM)_1231,3
imgt:StudyProduct_CStone_Pharmaceuticals_Hodgkin_lymphoma_1031,3
imgt:StudyProduct_CStone_Pharmaceuticals_Solid_tumors_1031,3
imgt:StudyProduct_CStone_Pharmaceuticals_Solid_tumors_1211,3
imgt:StudyProduct_CStone_Pharmaceuticals_T_cell_lymphoma_1031,3
imgt:StudyProduct_Cambridge_Antibody_Technology_Cancers_colorectal_(CRC)_184,3
imgt:StudyProduct_Cambridge_Antibody_Technology_Cancers_lung_184,3
imgt:StudyProduct_Cambridge_Antibody_Technology_Non-Hodgkins_lymphoma_(NHL)_184,3
imgt:StudyProduct_Cancer_Research_Fund_of_Contra_Costa_Cancers_breast_26,3
imgt:StudyProduct_Cancers_epithelial_ovarian_269,3
imgt:StudyProduct_Cantargia_AB_Cancers_pancreatic_928,3
imgt:StudyProduct_Celgene_corporation_Anemia_chemotherapy-induced_(CIA)_331,3
imgt:StudyProduct_Celgene_corporation_Anemia_in_chronic_kidney_disease-related_(CKD)_331,3
imgt:StudyProduct_Celgene_corporation_Bone_loss_in_cancer_331,3
imgt:StudyProduct_Celgene_corporation_Lymphoma_B_cell_874,3
imgt:StudyProduct_Celgene_corporation_Myelodysplastic_syndromes_(MDS)_331,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Cancers_breast_332,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Cancers_ovarian_346,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Hematologic_malignancies_497,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Melanoma_346,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Melanoma_metastatic_332,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Melanoma_metastatic_565,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Renal_cell_carcinoma_(RCC)_346,3
imgt:StudyProduct_Celldex_Therapeutics_Inc_Solid_tumors_497,3
imgt:StudyProduct_Celltech_UCB_Cancers_ovarian_33,3
imgt:StudyProduct_Center_of_Molecular_Immunology_(CMI)_Cancers_breast_225,3
imgt:StudyProduct_Center_of_Molecular_Immunology_(CMI)_Melanoma_225,3
imgt:StudyProduct_Centocor_Inc_Cancers_prostate_359,3
imgt:StudyProduct_Centocor_Inc_Multiple_myeloma_(MM)_297,3
imgt:StudyProduct_Centocor_Inc_Neoplasms_297,3
imgt:StudyProduct_Centocor_Inc_Pulmonary_Fibrosis_359,3
imgt:StudyProduct_Centocor_Inc_Renal_cell_carcinoma_(RCC)_297,3
imgt:StudyProduct_Chengdu_Kanghong_Biotech_CoLtd_Age-related_macular_degeneration_(AMD)_neovascular_(wet)_377,3
imgt:StudyProduct_Chengdu_Kanghong_Biotech_CoLtd_Diabetic_macular_edema_377,3
imgt:StudyProduct_Chengdu_Kanghong_Biotech_CoLtd_Solid_tumors_377,3
imgt:StudyProduct_Chiron_Corporation_Immunodeficiency_disease_associated_with_T-cell_defects_671,3
imgt:StudyProduct_Chronic_lymphocytic_leukemia_(CLL)_320,3
imgt:StudyProduct_Chugai_Pharmaceutical_Co_Ltd_Hepatocellular_carcinoma_(HCC)_466,3
imgt:StudyProduct_Chugai_Pharmaceutical_Co_Ltd_Large-vessel_vasculitis_96,3
imgt:StudyProduct_Chugai_Pharmaceutical_Co_Ltd_Myasthenia_Gravis_(MG)_96,3
imgt:StudyProduct_Chugai_Pharmaceutical_Co_Ltd_Neuromyelitis_optica_(NMO)_96,3
imgt:StudyProduct_Corvus_Pharmaceuticals_Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)_1212,3
imgt:StudyProduct_CureTech_Acute_myeloid_leukemia_(AML)_453,3
imgt:StudyProduct_CureTech_Cancers_colorectal_(CRC)_metastatic_453,3
imgt:StudyProduct_CureTech_Cancers_liver_453,3
imgt:StudyProduct_CureTech_Cancers_pancreatic_453,3
imgt:StudyProduct_CureTech_Cancers_prostate_453,3
imgt:StudyProduct_CureTech_Hepatitis_C_453,3
imgt:StudyProduct_CureTech_Hodgkin_lymphoma_453,3
imgt:StudyProduct_CureTech_Lymphoma_follicular_(FL)_453,3
imgt:StudyProduct_CureTech_Multiple_myeloma_(MM)_453,3
imgt:StudyProduct_Curocell_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_1384,3
imgt:StudyProduct_Cytogen_Corp_Cancers_prostate_117,3
imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_breast_234,3
imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_non-small_cell_lung_(NSCLC)_407,3
imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_non-small_cell_lung_(NSCLC)_964,3
imgt:StudyProduct_Daiichi_Sankyo_Inc_Cancers_ovarian_1350,3
imgt:StudyProduct_Daiichi_Sankyo_Inc_Solid_tumors_407,3
imgt:StudyProduct_DiNonA_Co_Ltd_Acute_lymphocytic_leukemia_(ALL)_509,3
imgt:StudyProduct_DiNonA_Co_Ltd_Acute_myeloid_leukemia_(AML)_509,3
imgt:StudyProduct_Eli_Lilly_Autoimmune_diseases_385,3
imgt:StudyProduct_Eli_Lilly_Cancers_bladder_295,3
imgt:StudyProduct_Eli_Lilly_Cancers_breast_295,3
imgt:StudyProduct_Eli_Lilly_Cancers_colon_365,3
imgt:StudyProduct_Eli_Lilly_Cancers_colorectal_(CRC)_312,3
imgt:StudyProduct_Eli_Lilly_Cancers_colorectal_(CRC)_metastatic_294,3
imgt:StudyProduct_Eli_Lilly_Cancers_gastric_496,3
imgt:StudyProduct_Eli_Lilly_Cancers_non-small_cell_lung_(NSCLC)_290,3
imgt:StudyProduct_Eli_Lilly_Cancers_ovarian_352,3
imgt:StudyProduct_Eli_Lilly_Cancers_rectal_365,3
imgt:StudyProduct_Eli_Lilly_Connective_tissue_disease_385,3
imgt:StudyProduct_Eli_Lilly_Glioblastoma_352,3
imgt:StudyProduct_Eli_Lilly_Hepatocellular_carcinoma_(HCC)_290,3
imgt:StudyProduct_Eli_Lilly_Multiple_myeloma_(MM)_385,3
imgt:StudyProduct_Eli_Lilly_Rheumatoid_arthritis_(RA)_385,3
imgt:StudyProduct_Eli_Lilly_Sjögrens_syndrome_(SjS)_776,3
imgt:StudyProduct_Eli_Lilly_Solid_tumors_1112,3
imgt:StudyProduct_Eli_Lilly_Solid_tumors_294,3
imgt:StudyProduct_Eli_Lilly_Solid_tumors_295,3
imgt:StudyProduct_Eli_Lilly_Solid_tumors_advanced_or_metastatic_496,3
imgt:StudyProduct_Eli_Lilly_Systemic_lupus_erythematosus_(SLE)_385,3
imgt:StudyProduct_Eli_Lilly_Tumor_vasculature_295,3
imgt:StudyProduct_Emergent_Biosolutions_Cancers_prostate_580,3
imgt:StudyProduct_EpimAb_Biotherapeutics_Solid_tumors_1207,3
imgt:StudyProduct_Facet_Biotech_Solid_tumors_360,3
imgt:StudyProduct_FibroGen_Inc_Hepatic_fibrosis_554,3
imgt:StudyProduct_Five_Prime_Therapeutics_Inc_GE_Junction_Cancer_770,3
imgt:StudyProduct_Forty_Seven_Inc_Cancers_colorectal_(CRC)_916,3
imgt:StudyProduct_Fresenius_Biotech_GmbH_Cancers_breast_219,3
imgt:StudyProduct_Fresenius_Biotech_GmbH_Cancers_ovarian_218,3
imgt:StudyProduct_Fudan_University_Solid_tumors_1339,3
imgt:StudyProduct_Fudan_University_Solid_tumors_1340,3
imgt:StudyProduct_Ganymed_Pharmaceuticals_AG_Cancers_pancreatic_753,3
imgt:StudyProduct_Ganymed_Pharmaceuticals_AG_Solid_tumors_753,3
imgt:StudyProduct_Genentech_Inc_Cancers_bladder_526,3
imgt:StudyProduct_Genentech_Inc_Cancers_breast_526,3
imgt:StudyProduct_Genentech_Inc_Cancers_breast_98,3
imgt:StudyProduct_Genentech_Inc_Cancers_colorectal_(CRC)_348,3
imgt:StudyProduct_Genentech_Inc_Cancers_colorectal_(CRC)_metastatic_368,3
imgt:StudyProduct_Genentech_Inc_Cancers_gastric_357,3
imgt:StudyProduct_Genentech_Inc_Cancers_gastric_80,3
imgt:StudyProduct_Genentech_Inc_Cancers_ovarian_80,3
imgt:StudyProduct_Genentech_Inc_Cancers_ovarian_98,3
imgt:StudyProduct_Genentech_Inc_Cancers_pancreatic_795,3
imgt:StudyProduct_Genentech_Inc_Cancers_prostate_531,3
imgt:StudyProduct_Genentech_Inc_Cancers_prostate_80,3
imgt:StudyProduct_Genentech_Inc_Cancers_renal_526,3
imgt:StudyProduct_Genentech_Inc_Large-vessel_vasculitis_96,3
imgt:StudyProduct_Genentech_Inc_Lymphoma_diffuse_large_B_cell_(DLBCL)_232,3
imgt:StudyProduct_Genentech_Inc_Lymphoma_splenic_marginal_zone_(SMZL)_238,3
imgt:StudyProduct_Genentech_Inc_Multiple_myeloma_(MM)_232,3
imgt:StudyProduct_Genentech_Inc_Myasthenia_Gravis_(MG)_161,3
imgt:StudyProduct_Genentech_Inc_Myasthenia_Gravis_(MG)_96,3
imgt:StudyProduct_Genentech_Inc_Neuromyelitis_optica_(NMO)_96,3
imgt:StudyProduct_Genentech_Inc_Non-Hodgkins_lymphoma_(NHL)_232,3
imgt:StudyProduct_Genentech_Inc_Non-Hodgkins_lymphoma_(NHL)_238,3
imgt:StudyProduct_Genentech_Inc_Renal_cell_carcinoma_(RCC)_526,3
imgt:StudyProduct_Genentech_Inc_Solid_tumors_368,3
imgt:StudyProduct_Genentech_Inc_Solid_tumors_374,3
imgt:StudyProduct_Genentech_Inc_Solid_tumors_420,3
imgt:StudyProduct_Genentech_Inc_Solid_tumors_526,3
imgt:StudyProduct_Genentech_Inc_Solid_tumors_80,3
imgt:StudyProduct_Genentech_Inc_Telangiectasia_hereditary_haemorrhagic_(HHT)_24,3
imgt:StudyProduct_Genexine_Lymphocytopenia_820,3
imgt:StudyProduct_Genexine_Solid_tumors_820,3
imgt:StudyProduct_Genmab_A/S_Acute_lymphocytic_leukemia_(ALL)_228,3
imgt:StudyProduct_Genmab_A/S_Acute_lymphocytic_leukemia_(ALL)_775,3
imgt:StudyProduct_Genmab_A/S_Acute_myeloid_leukemia_(AML)_221,3
imgt:StudyProduct_Genmab_A/S_Autoimmune_disorders_228,3
imgt:StudyProduct_Genmab_A/S_Cancers_222,3
imgt:StudyProduct_Genmab_A/S_Cancers_340,3
imgt:StudyProduct_Genmab_A/S_Cancers_head_and_neck_200,3
imgt:StudyProduct_Genmab_A/S_Hematologic_malignancies_1399,3
imgt:StudyProduct_Genmab_A/S_Hodgkin_lymphoma_228,3
imgt:StudyProduct_Genmab_A/S_Hodgkin_lymphoma_775,3
imgt:StudyProduct_Genmab_A/S_Lymphoma_cutaneous_T_cell_(CTCL)_201,3
imgt:StudyProduct_Genmab_A/S_Lymphoma_follicular_(FL)_194,3
imgt:StudyProduct_Genmab_A/S_Mycoisis_fungoides_(MF)_or_Sezary_syndrome_201,3
imgt:StudyProduct_Genmab_A/S_Myeloma_multiple_(MM)_recurrent_or_refractory_301,3
imgt:StudyProduct_Genmab_A/S_Neuromyelitis_optica_(NMO)_194,3
imgt:StudyProduct_Genmab_A/S_Non-Hodgkins_lymphoma_(NHL)_194,3
imgt:StudyProduct_Genmab_A/S_Non-cutaneous_T_cell_lymphoma_(NCTCL)_201,3
imgt:StudyProduct_Genmab_A/S_Pemphigus_vulgaris_(PV)_194,3
imgt:StudyProduct_Genmab_A/S_Rheumatoid_arthritis_(RA)_194,3
imgt:StudyProduct_Genmab_A/S_Solid_tumors_577,3
imgt:StudyProduct_Genmab_A/S_Solid_tumors_813,3
imgt:StudyProduct_Genmab_A/S_Solid_tumors_814,3
imgt:StudyProduct_Genmab_A/S_Solid_tumors_945,3
imgt:StudyProduct_Genmab_A/S_Transplant_rejection_228,3
imgt:StudyProduct_Genor_Biopharma_Co_Ltd_Lymphoma_peripheral_T_cell_(PTCL)_1077,3
imgt:StudyProduct_Genor_Biopharma_Co_Ltd_Lymphoma_primary_mediastinal_B_cell_(PMBL)_1077,3
imgt:StudyProduct_Gilead_Acute_lymphocytic_leukemia_(ALL)_827,3
imgt:StudyProduct_Gilead_Cancers_pancreatic_430,3
imgt:StudyProduct_Gilead_Carcinoma_bladder_cancer_advanced_or_metastatic_urothelial_cancers_1359,3
imgt:StudyProduct_Gilead_Cholangitis_primary_sclerosing_(PSC)_430,3
imgt:StudyProduct_Gilead_Chronic_lymphocytic_leukemia_(CLL)_1233,3
imgt:StudyProduct_Gilead_Colitis_ulcerative_(UC)_533,3
imgt:StudyProduct_Gilead_Idiopathic_pulmonary_fibrosis_430,3
imgt:StudyProduct_Gilead_Myelofibrosis_430,3
imgt:StudyProduct_Gilead_Non-alcoholic_steatohepatitis_(NASH)_430,3
imgt:StudyProduct_Gilead_Solid_tumors_430,3
imgt:StudyProduct_Gilead_Solid_tumors_533,3
imgt:StudyProduct_GlaxoSmithKline_Cancers_615,3
imgt:StudyProduct_GlaxoSmithKline_Cancers_colorectal_(CRC)_52,3
imgt:StudyProduct_GlaxoSmithKline_Cancers_non-small_cell_lung_(NSCLC)_1361,3
imgt:StudyProduct_GlaxoSmithKline_Cancers_non-small_cell_lung_(NSCLC)_52,3
