mAb,Target,Indication
mAb_305,!/hgnc_id/HGNC:5417,Systemic_lupus_erythematosus_(SLE)
mAb_305,!/hgnc_id/HGNC:5417,Rheumatoid_arthritis_(RA)
mAb_306,!/hgnc_id/HGNC:1643,Non-Hodgkins_lymphoma_(NHL)
mAb_307,!/hgnc_id/HGNC:11892,
mAb_308,!/hgnc_id/HGNC:10009,
mAb_309,tumour_associated_glycoprotein_72,
mAb_31,!/hgnc_id/HGNC:10718,Psoriasis
mAb_310,!/hgnc_id/HGNC:550,
mAb_311,!/hgnc_id/HGNC:10009,
mAb_312,!/hgnc_id/HGNC:1817,Cancers_colorectal_(CRC)
mAb_313,,Non-Hodgkins_lymphoma_(NHL)
mAb_313,,Cancers
mAb_314,!/hgnc_id/HGNC:1685,Graft-versus-host_disease_(GvHD)
mAb_314,!/hgnc_id/HGNC:1685,Systemic_lupus_erythematosus_(SLE)
mAb_314,!/hgnc_id/HGNC:1685,Lymphoma_cutaneous_T_cell_(CTCL)
mAb_316,MUC1_sialylated_carbohydrate_tumour-associated,
mAb_317,!/hgnc_id/HGNC:5344,Renal_transplant_rejection
mAb_318,TR,
mAb_32,!/hgnc_id/HGNC:1817,Cancers
mAb_320,!/hgnc_id/HGNC:1685,Chronic_lymphocytic_leukemia_(CLL)
mAb_321,!/hgnc_id/HGNC:6150,Solid_tumors
mAb_322,!/hgnc_id/HGNC:5417,Systemic_lupus_erythematosus_(SLE)
mAb_322,!/hgnc_id/HGNC:5417,Polymyositis
mAb_322,!/hgnc_id/HGNC:5417,Dermatomyositis
mAb_323,!/hgnc_id/HGNC:14900,Inflammatory_conditions_acute_and_chronic
mAb_324,!/hgnc_id/HGNC:11923,Systemic_lupus_erythematosus_(SLE)
mAb_324,!/hgnc_id/HGNC:11923,Lymphoma_cutaneous_T_cell_(CTCL)
mAb_324,!/hgnc_id/HGNC:11923,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_324,!/hgnc_id/HGNC:11923,Anaplastic_large_cell_lymphoma_(ALCL)
mAb_324,!/hgnc_id/HGNC:11923,Hodgkin_lymphoma
mAb_324,!/hgnc_id/HGNC:11923,Lymphoma_enteropathy-associated_T_cell_(EATL)
mAb_324,!/hgnc_id/HGNC:11923,T_cell_lymphoma
mAb_324,!/hgnc_id/HGNC:11923,Lymphoproliferative_disorders_T-cell_primary_cutaneous_CD30-positive
mAb_324,!/hgnc_id/HGNC:11923,Extranodal_NK/T-cell_lymphoma_(ENKTL)
mAb_324,!/hgnc_id/HGNC:11923,Primary_cutaneous_anaplastic_large_cell_lymphoma_(pcALCL)
mAb_325,!/hgnc_id/HGNC:5973,Asthma
mAb_325,!/hgnc_id/HGNC:5973,Idiopathic_pulmonary_fibrosis
mAb_326,!/hgnc_id/HGNC:5981,Psoriasis
mAb_326,!/hgnc_id/HGNC:5981,Psoriatic_arthritis_(PSA)
mAb_326,!/hgnc_id/HGNC:5981,Ankylosing_spondylitis_(AS)
mAb_326,!/hgnc_id/HGNC:5981,Rheumatoid_arthritis_(RA)
mAb_326,!/hgnc_id/HGNC:5981,Non-radiographic_axial_spondyloarthritis_(nraxSpA)
mAb_326,!/hgnc_id/HGNC:5981,Hidradenitis_suppurativa_(HS)
mAb_327,!/hgnc_id/HGNC:5417,Systemic_lupus_erythematosus_(SLE)
mAb_328,!/hgnc_id/HGNC:1383,Renal_cell_carcinoma_(RCC)
mAb_329,!/hgnc_id/HGNC:1383,Renal_mass
mAb_329,!/hgnc_id/HGNC:1383,Kidney_tumours
mAb_33,!/hgnc_id/HGNC:7508,Cancers_breast
mAb_33,!/hgnc_id/HGNC:7508,Cancers_ovarian
mAb_330,?term=HIV-1,HIV-1_infection_AIDS
mAb_331,!/hgnc_id/HGNC:6066,Myelodysplastic_syndromes_(MDS)
mAb_331,!/hgnc_id/HGNC:6066,Pulmonary_arterial_hypertension_(PAH)
mAb_331,!/hgnc_id/HGNC:6066,Bone_loss_in_cancer
mAb_331,!/hgnc_id/HGNC:6066,Anemia_in_chronic_kidney_disease-related_(CKD)
mAb_331,!/hgnc_id/HGNC:6066,Anemia_chemotherapy-induced_(CIA)
mAb_332,!/hgnc_id/HGNC:4462,Cancers_breast
mAb_332,!/hgnc_id/HGNC:4462,Melanoma_metastatic
mAb_333,!/hgnc_id/HGNC:5465,Solid_tumors
mAb_334,!/hgnc_id/HGNC:6017,Asthma
mAb_334,!/hgnc_id/HGNC:6017,Chronic_Obstructive_Pulmonary_Disease_(COPD)
mAb_334,!/hgnc_id/HGNC:6017,Eosinophilic_granulomatosis_with_polyangiitis_(EGPA)_formerly_known_as_Churg-Strauss_Syndrome
mAb_334,!/hgnc_id/HGNC:6017,Hypereosinophilic_syndrome_(HES)
mAb_334,!/hgnc_id/HGNC:6017,Asthma_severe
mAb_334,!/hgnc_id/HGNC:6017,Esophagitis_eosinophilic
mAb_335,!/hgnc_id/HGNC:2435,Rheumatoid_arthritis_(RA)
mAb_336,!/hgnc_id/HGNC:5465,Diabetic_macular_edema
mAb_336,!/hgnc_id/HGNC:5465,Graves_orbitopathy_(GO)
mAb_336,!/hgnc_id/HGNC:5465,Thyroid_eye_disease_(TED)
mAb_338,,Palmoplantar_pustulosis
mAb_34,!/hgnc_id/HGNC:10721,Inflammatory_diseases
mAb_340,!/hgnc_id/HGNC:3618,Cancers
mAb_340,!/hgnc_id/HGNC:3618,Chronic_lymphocytic_leukemia_(CLL)
mAb_340,!/hgnc_id/HGNC:3618,Lymphoma
mAb_342,!/hgnc_id/HGNC:1383,Solid_tumors
mAb_344,Lewis_Y,Cancers
mAb_346,!/hgnc_id/HGNC:17866,Melanoma
mAb_346,!/hgnc_id/HGNC:17866,Renal_cell_carcinoma_(RCC)
mAb_346,!/hgnc_id/HGNC:17866,Cancers_ovarian
mAb_348,!/hgnc_id/HGNC:11905,Cancers_colorectal_(CRC)
mAb_349,!/hgnc_id/HGNC:7515,Cancers_colorectal_(CRC)
mAb_349,!/hgnc_id/HGNC:7515,Cancers_pancreatic
mAb_35,!/hgnc_id/HGNC:10718,Inflammatory_diseases
mAb_350,!/hgnc_id/HGNC:1674,Multiple_sclerosis_(MS)
mAb_350,!/hgnc_id/HGNC:1674,Psoriasis
mAb_350,!/hgnc_id/HGNC:1674,Colitis_ulcerative_(UC)
mAb_350,!/hgnc_id/HGNC:1674,Crohns_disease_(CD)
mAb_350,!/hgnc_id/HGNC:1674,Atherosclerosis
mAb_350,!/hgnc_id/HGNC:1674,Transplantation
mAb_350,!/hgnc_id/HGNC:1674,Type_1_diabetes
mAb_351,!/hgnc_id/HGNC:1691,Rheumatoid_arthritis_(RA)
mAb_351,!/hgnc_id/HGNC:1691,Graft-versus-host_disease_(GvHD)_acute
mAb_351,!/hgnc_id/HGNC:1691,Psoriasis_moderate_to_severe_plaque
mAb_352,!/hgnc_id/HGNC:8803,Glioblastoma
mAb_352,!/hgnc_id/HGNC:8803,Cancers_ovarian
mAb_352,!/hgnc_id/HGNC:8803,Soft-tissue_sarcoma_(STS)
mAb_353,!/hgnc_id/HGNC:6018,Autoimmune_diseases
mAb_353,!/hgnc_id/HGNC:6018,Rheumatoid_arthritis_(RA)
mAb_353,!/hgnc_id/HGNC:6018,Crohns_disease_(CD)
mAb_354,!/hgnc_id/HGNC:11934,Allergic_asthma
mAb_354,!/hgnc_id/HGNC:11934,Allergic_rhinitis
mAb_355,!/hgnc_id/HGNC:10009,prevention_of_feto-maternal_allo-immunization_in_RhD-_women
mAb_356,!/hgnc_id/HGNC:7203,Multiple_myeloma_(MM)
mAb_356,!/hgnc_id/HGNC:7203,Cancers_blood
mAb_357,!/hgnc_id/HGNC:3430,Cancers_gastric
mAb_357,!/hgnc_id/HGNC:3430,Cancers_breast_overexpressing_ERBB2_metastatic
mAb_358,!/hgnc_id/HGNC:14085,Spinal_cord_injury_acute
mAb_359,!/hgnc_id/HGNC:10618,Cancers_prostate
mAb_359,!/hgnc_id/HGNC:10618,Pulmonary_Fibrosis
mAb_36,!/hgnc_id/HGNC:6008,Multiple_sclerosis_(MS)
mAb_36,!/hgnc_id/HGNC:6008,Kidney_transplant_rejection_acute
mAb_360,!/hgnc_id/HGNC:18152,Solid_tumors
mAb_361,!/hgnc_id/HGNC:6029,Asthma
mAb_362,!/hgnc_id/HGNC:6162,Colitis_ulcerative_(UC)
mAb_362,!/hgnc_id/HGNC:6162,Crohns_disease_(CD)
mAb_362,!/hgnc_id/HGNC:6162,Colitis_ulcerative_(UC)_pediatric
mAb_362,!/hgnc_id/HGNC:6147,Colitis_ulcerative_(UC)
mAb_362,!/hgnc_id/HGNC:6147,Crohns_disease_(CD)
mAb_362,!/hgnc_id/HGNC:6147,Colitis_ulcerative_(UC)_pediatric
mAb_363,!/hgnc_id/HGNC:7808,Osteoarthritis_(OA)
mAb_363,!/hgnc_id/HGNC:7808,Pain_chronic
mAb_365,!/hgnc_id/HGNC:3763,Cancers_rectal
mAb_365,!/hgnc_id/HGNC:3763,Cancers_colon
mAb_366,!/hgnc_id/HGNC:14254,Asthma
mAb_366,!/hgnc_id/HGNC:14254,Mycoisis_fungoides_(MF)_or_Sezary_syndrome
mAb_366,!/hgnc_id/HGNC:14254,Lymphoma_cutaneous_T_cell_(CTCL)
mAb_366,!/hgnc_id/HGNC:14254,Mycosis_fungoides_(MF)_relapsed_or_refractory
mAb_366,!/hgnc_id/HGNC:14254,Peripheral_T/NK_cell_lymphoma
mAb_366,!/hgnc_id/HGNC:14254,Tropical_spastic_paraparesis_(TSP_model_for_multiple_sclerosis)
mAb_366,!/hgnc_id/HGNC:14254,Adult_T_cell_leukemia/lymphoma_(ATL)
mAb_366,!/hgnc_id/HGNC:14254,Lymphoma_peripheral_T_cell_(PTCL)
mAb_367,!/hgnc_id/HGNC:2434,Multiple_sclerosis_(MS)
mAb_367,!/hgnc_id/HGNC:2434,Rheumatoid_arthritis_(RA)
mAb_368,!/hgnc_id/HGNC:7029,Solid_tumors
mAb_368,!/hgnc_id/HGNC:7029,Cancers_colorectal_(CRC)_metastatic
mAb_369,!/hgnc_id/HGNC:620,Alzheimers_disease_(AD)
mAb_37,!/hgnc_id/HGNC:1331,Psoriasis
mAb_37,!/hgnc_id/HGNC:1331,Myasthenia_Gravis_(MG)
mAb_37,!/hgnc_id/HGNC:1331,Rheumatoid_arthritis_(RA)
mAb_37,!/hgnc_id/HGNC:1331,Neuromyelitis_optica_(NMO)
mAb_37,!/hgnc_id/HGNC:1331,Atypical_hemolytic_uremic_syndrome_(aHUS)
mAb_37,!/hgnc_id/HGNC:1331,Paroxysmal_nocturnal_hemoglobinuria_(PNH)
mAb_37,!/hgnc_id/HGNC:1331,Dermatomyositis
mAb_37,!/hgnc_id/HGNC:1331,Nephritis
mAb_37,!/hgnc_id/HGNC:1331,Kidney_transplantation_treatment_of_antibody-mediated_rejection_(AMR)
mAb_37,!/hgnc_id/HGNC:1331,Kidney_transplantation_prevention_of_delayed_graft_function_(DGF)
mAb_370,FN_(fibronectin),Solid_tumors
mAb_370,FN_(fibronectin),Lymphoproliferative_disease
mAb_371,!/hgnc_id/HGNC:1678,Psoriasis
mAb_371,!/hgnc_id/HGNC:1678,Rheumatoid_arthritis_(RA)
mAb_372,!/hgnc_id/HGNC:7315,Chronic_lymphocytic_leukemia_(CLL)
mAb_372,!/hgnc_id/HGNC:7315,Multiple_sclerosis_relapsing-remitting
mAb_372,!/hgnc_id/HGNC:7315,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_372,!/hgnc_id/HGNC:7315,Neuromyelitis_optica_(NMO)
mAb_373,!/hgnc_id/HGNC:11924,Tumors
mAb_374,!/hgnc_id/HGNC:8004,Solid_tumors
mAb_375,!/hgnc_id/HGNC:13771,Osteoporosis_postmenopausal_women
mAb_376,!/hgnc_id/HGNC:5985,Asthma
mAb_376,!/hgnc_id/HGNC:5985,Psoriasis
mAb_376,!/hgnc_id/HGNC:5985,Psoriatic_arthritis_(PSA)
mAb_376,!/hgnc_id/HGNC:5985,Rheumatoid_arthritis_(RA)
mAb_376,!/hgnc_id/HGNC:5985,Crohns_disease_(CD)
mAb_376,!/hgnc_id/HGNC:5985,Axial_spondyloarthritis_(axSpA)
mAb_377,!/hgnc_id/HGNC:12680,Solid_tumors
mAb_377,!/hgnc_id/HGNC:12680,Diabetic_macular_edema
mAb_377,!/hgnc_id/HGNC:12680,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_378,!/hgnc_id/HGNC:620,Alzheimers_disease_(AD)
mAb_379,!/hgnc_id/HGNC:4893,Cancers_non-small_cell_lung_(NSCLC)
mAb_379,!/hgnc_id/HGNC:4893,Solid_tumors
mAb_379,!/hgnc_id/HGNC:4893,Neoplasms
mAb_379,!/hgnc_id/HGNC:4893,Cancers_lung
mAb_38,!/hgnc_id/HGNC:6148,Psoriasis
mAb_380,!/hgnc_id/HGNC:5981,Psoriatic_arthritis_(PSA)
mAb_380,!/hgnc_id/HGNC:5981,Ankylosing_spondylitis_(AS)
mAb_380,!/hgnc_id/HGNC:5981,Rheumatoid_arthritis_(RA)
mAb_380,!/hgnc_id/HGNC:5981,Psoriasis_moderate_to_severe_plaque
mAb_380,!/hgnc_id/HGNC:5981,Axial_spondyloarthritis_(axSpA)
mAb_381,!/hgnc_id/HGNC:7381,Solid_tumors
mAb_382,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_382,!/hgnc_id/HGNC:399,Rheumatoid_arthritis_(RA)
mAb_383,!/hgnc_id/HGNC:6709,Rheumatoid_arthritis_(RA)
mAb_383,!/hgnc_id/HGNC:6709,Disease-Modifying_Anti-Rheumatic_Drug_(DMARD)
mAb_384,!/hgnc_id/HGNC:6018,Giant_cell_arteritis
mAb_384,!/hgnc_id/HGNC:6018,Rheumatoid_arthritis_(RA)
mAb_384,!/hgnc_id/HGNC:6018,Polymyalgia_Rheumatica_(PMR)
mAb_384,!/hgnc_id/HGNC:6018,Lupus_nephritis
mAb_384,!/hgnc_id/HGNC:6018,Juvenile_Idiopathic_Arthitis_(JIA)_pediatric
mAb_385,!/hgnc_id/HGNC:11929,Systemic_lupus_erythematosus_(SLE)
mAb_385,!/hgnc_id/HGNC:11929,Autoimmune_diseases
mAb_385,!/hgnc_id/HGNC:11929,Rheumatoid_arthritis_(RA)
mAb_385,!/hgnc_id/HGNC:11929,Multiple_myeloma_(MM)
mAb_385,!/hgnc_id/HGNC:11929,Connective_tissue_disease
mAb_386,!/hgnc_id/HGNC:6137,Multiple_sclerosis_(MS)
mAb_386,!/hgnc_id/HGNC:6137,Chronic_Obstructive_Pulmonary_Disease_(COPD)
mAb_386,!/hgnc_id/HGNC:6137,Inflammatory_bowel_disease_(IBD)
mAb_387,MUC1_sialylated_carbohydrate_tumour-associated,Cancers_gastric
mAb_387,MUC1_sialylated_carbohydrate_tumour-associated,Neoplasms
mAb_387,MUC1_sialylated_carbohydrate_tumour-associated,GE_Junction_Cancer
mAb_388,!/hgnc_id/HGNC:20869,Solid_tumors
mAb_388,!/hgnc_id/HGNC:20869,Multiple_myeloma_(MM)
mAb_388,!/hgnc_id/HGNC:4217,Solid_tumors
mAb_388,!/hgnc_id/HGNC:4217,Multiple_myeloma_(MM)
mAb_389,!/hgnc_id/HGNC:10658,Multiple_myeloma_(MM)
mAb_39,!/hgnc_id/HGNC:3236,Cancers_gastric
mAb_39,!/hgnc_id/HGNC:3236,Cancers_lung
mAb_392,!/hgnc_id/HGNC:10721,
mAb_393,!/hgnc_id/HGNC:7217,Chronic_immune_(idiopathic)_thrombocytopenic_purpurea_(ITP)
mAb_394,!/hgnc_id/HGNC:4324,Type_2_diabetes_(T2_DM)
mAb_395,,Hypophosphatasia_(HPP)_perinatal-_infantile-_and_juvenile-onset
mAb_396,!/hgnc_id/HGNC:5432,Hepatitis_C
mAb_396,!/hgnc_id/HGNC:5433,Hepatitis_C
mAb_397,!/hgnc_id/HGNC:4324,Type_2_diabetes_(T2_DM)
mAb_398,,Alzheimers_disease_(AD)
mAb_399,,Cervical_dysplasia_vaccine
mAb_399,,Recurrent_respiratory_papillomatosis_vaccine_(RRP)
mAb_4,toxin,Gas_gangrene
mAb_40,!/hgnc_id/HGNC:1643,Non-Hodgkins_lymphoma_(NHL)
mAb_40,!/hgnc_id/HGNC:1643,Systemic_lupus_erythematosus_(SLE)
mAb_40,!/hgnc_id/HGNC:1643,Lymphoma_B_cell
mAb_400,!/hgnc_id/HGNC:6019,Uveitis
mAb_400,!/hgnc_id/HGNC:6019,Ankylosing_spondylitis_(AS)
mAb_400,!/hgnc_id/HGNC:6019,Rheumatoid_arthritis_(RA)
mAb_400,!/hgnc_id/HGNC:6019,Polymyalgia_Rheumatica_(PMR)
mAb_401,!/hgnc_id/HGNC:12726,Acute_coronary_syndrome_(ACS)
mAb_401,!/hgnc_id/HGNC:12726,Thrombotic_thrombocytopenia_purpura_(TTP)_acquired
mAb_402,!/hgnc_id/HGNC:10721,Myocardial_infarction
mAb_402,!/hgnc_id/HGNC:10721,Peripheral_Arterial_Disease_(PAD)
mAb_402,!/hgnc_id/HGNC:10721,Coronary_artery_disease
mAb_403,!/hgnc_id/HGNC:12450,Malignant_melanoma
mAb_404,!/hgnc_id/HGNC:13771,Osteoporosis_postmenopausal_women
mAb_404,!/hgnc_id/HGNC:13771,Low_bone_mineral_density
mAb_404,!/hgnc_id/HGNC:13771,Osteoporosis_men
mAb_404,!/hgnc_id/HGNC:13771,Fracture_healing
mAb_405,!/hgnc_id/HGNC:1674,Solid_tumors
mAb_405,!/hgnc_id/HGNC:11529,Solid_tumors
mAb_406,!/hgnc_id/HGNC:5522,Asthma
mAb_406,!/hgnc_id/HGNC:5522,Urticaria
mAb_407,!/hgnc_id/HGNC:3431,Cancers_non-small_cell_lung_(NSCLC)
mAb_407,!/hgnc_id/HGNC:3431,Solid_tumors
mAb_408,!/hgnc_id/HGNC:485,Cancers_ovarian
mAb_408,!/hgnc_id/HGNC:485,Cancers_endometrial_(EC)
mAb_409,streptococcal_antigen,Dental_caries
mAb_41,?term=Human+herpesvirus+1,Neutralisation_activity_of_HSV-1
mAb_410,toxin_A,Clostridium_difficile_infectious_diarrhea
mAb_411,toxin_B,Clostridium_difficile_infectious_diarrhea
mAb_411,toxin_B,Clostridium_difficile_infection_recurrence
mAb_412,!/hgnc_id/HGNC:20001,Atherosclerosis
mAb_412,!/hgnc_id/HGNC:20001,Acute_coronary_syndrome_(ACS)
mAb_412,!/hgnc_id/HGNC:20001,Homozygous_familial_hypercholesterolemia_(HoFH)
mAb_412,!/hgnc_id/HGNC:20001,Heterozygous_familial_hypercholesterolemia_(HeFH)
mAb_413,!/hgnc_id/HGNC:11929,Systemic_lupus_erythematosus_(SLE)
mAb_414,!/hgnc_id/HGNC:6018,Psoriatic_arthritis_(PSA)
mAb_414,!/hgnc_id/HGNC:6018,Rheumatoid_arthritis_(RA)
mAb_414,!/hgnc_id/HGNC:6018,Crohns_disease_(CD)
mAb_414,!/hgnc_id/HGNC:6018,Cancers_lung
mAb_414,!/hgnc_id/HGNC:6018,Kidney_transplantation_treatment_of_antibody-mediated_rejection_(AMR)
mAb_415,!/hgnc_id/HGNC:2910,Cancers
mAb_416,!/hgnc_id/HGNC:3431,Cancers
mAb_417,!/hgnc_id/HGNC:2910,Cancers
mAb_418,!/hgnc_id/HGNC:7808,Osteoarthritis_(OA)
mAb_418,!/hgnc_id/HGNC:7808,Pain_chronic
mAb_419,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)
mAb_419,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)
mAb_419,!/hgnc_id/HGNC:3236,Cancers_head_and_neck
mAb_42,?term=Human+herpesvirus+1,Neutralisation_activity_of_HSV-1
mAb_420,!/hgnc_id/HGNC:3236,Solid_tumors
mAb_421,!/hgnc_id/HGNC:2771,Age-related_macular_degeneration_(AMD)_neovascular_(wet)
mAb_421,!/hgnc_id/HGNC:2771,Age-related_macular_degeneration_(AMD)_geographic_atropy_(GA)_(dry_advanced_form)
mAb_422,!/hgnc_id/HGNC:5522,Allergic_diseases
mAb_423,!/hgnc_id/HGNC:6329,Acute_myeloid_leukemia_(AML)
mAb_423,!/hgnc_id/HGNC:6329,Multiple_myeloma_(MM)
mAb_424,!/hgnc_id/HGNC:8760,Cancers_gastric
mAb_424,!/hgnc_id/HGNC:8760,Cancers_non-small_cell_lung_(NSCLC)_metastatic
mAb_424,!/hgnc_id/HGNC:8760,Melanoma
mAb_424,!/hgnc_id/HGNC:8760,Renal_cell_carcinoma_(RCC)
mAb_424,!/hgnc_id/HGNC:8760,Cancers
mAb_424,!/hgnc_id/HGNC:8760,Cancers_head_and_neck
mAb_424,!/hgnc_id/HGNC:8760,Hepatitis_C
mAb_424,!/hgnc_id/HGNC:8760,Mesothelioma_pleural_malignant
mAb_424,!/hgnc_id/HGNC:8760,GE_Junction_Cancer
mAb_424,!/hgnc_id/HGNC:8760,Cancers_small_cell_lung_(SCLC)_metastatic
mAb_424,!/hgnc_id/HGNC:8760,Lymphoma_primary_mediastinal_B_cell_(PMBL)
mAb_424,!/hgnc_id/HGNC:8760,Cancers_anal
mAb_424,!/hgnc_id/HGNC:8760,Hodgkin_lymphoma
mAb_424,!/hgnc_id/HGNC:8760,Melanoma_metastatic_or_unresectable
mAb_424,!/hgnc_id/HGNC:8760,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_424,!/hgnc_id/HGNC:8760,BRAF_wild-type_melanoma_metastatic_or_unresectable
mAb_425,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_426,oxLDL,Atherosclerosis
mAb_426,oxLDL,Acute_coronary_syndrome_(ACS)
mAb_427,!/hgnc_id/HGNC:20594,Solid_tumors
mAb_428,!/hgnc_id/HGNC:5981,Psoriatic_arthritis_(PSA)
mAb_428,!/hgnc_id/HGNC:5981,Rheumatoid_arthritis_(RA)
mAb_429,!/hgnc_id/HGNC:11892,Psoriasis
mAb_429,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_429,!/hgnc_id/HGNC:11892,Sciatica
mAb_429,!/hgnc_id/HGNC:11892,Lombar_radicular_pain
mAb_43,!/hgnc_id/HGNC:5438,Crohns_disease_(CD)
mAb_430,!/hgnc_id/HGNC:6666,Solid_tumors
mAb_430,!/hgnc_id/HGNC:6666,Cholangitis_primary_sclerosing_(PSC)
mAb_430,!/hgnc_id/HGNC:6666,Cancers_pancreatic
mAb_430,!/hgnc_id/HGNC:6666,Idiopathic_pulmonary_fibrosis
mAb_430,!/hgnc_id/HGNC:6666,Non-alcoholic_steatohepatitis_(NASH)
mAb_430,!/hgnc_id/HGNC:6666,Myelofibrosis
mAb_431,!/hgnc_id/HGNC:11937,Autoimmune_diseases
mAb_431,!/hgnc_id/HGNC:11937,Cancers
mAb_432,!/hgnc_id/HGNC:11937,Non-Hodgkins_lymphoma_(NHL)
mAb_432,!/hgnc_id/HGNC:11937,Renal_cell_carcinoma_(RCC)
mAb_432,!/hgnc_id/HGNC:11937,CD70-positive_hematologic_malignancies
mAb_433,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)
mAb_433,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)
mAb_433,!/hgnc_id/HGNC:3236,Cancers_head_and_neck
mAb_435,?term=Rabies+virus,Rabies_post-exposure
mAb_436,?term=WNV,West_Nile_Virus_Infection
mAb_437,?term=WNV,West_Nile_Virus_Infection
mAb_438,?term=SARS+,Severe_acute_respiratory_syndrome_(SARS)_infection
mAb_439,?term=SARS+,Severe_acute_respiratory_syndrome_(SARS)_infection
mAb_44,!/hgnc_id/HGNC:1659,Acute_myeloid_leukemia_(AML)
mAb_440,?term=vzv,Varicella_zoster
mAb_442,!/hgnc_id/HGNC:1606,HIV-1_infection_AIDS
mAb_443,?term=HCV,Hepatitis_C
mAb_443,?term=HCV,Hepatitis_C_reinfection_in_liver_transplant_patients
mAb_444,?term=HCV,Hepatitis_C_reinfection_in_liver_transplant_patients
mAb_445,?term=HCV,Hepatitis_C
mAb_446,!/hgnc_id/HGNC:6066,Duchenne_muscular_dystrophy_(DMD)
mAb_446,!/hgnc_id/HGNC:6066,Muscle_wasting
mAb_446,!/hgnc_id/HGNC:4216,Duchenne_muscular_dystrophy_(DMD)
mAb_446,!/hgnc_id/HGNC:4216,Muscle_wasting
mAb_446,!/hgnc_id/HGNC:4223,Duchenne_muscular_dystrophy_(DMD)
mAb_446,!/hgnc_id/HGNC:4223,Muscle_wasting
mAb_447,!/hgnc_id/HGNC:11760,Hemophilia_A
mAb_447,!/hgnc_id/HGNC:11760,Hemophilia_B
mAb_448,!/hgnc_id/HGNC:20001,Type_2_diabetes_(T2_DM)
mAb_448,!/hgnc_id/HGNC:20001,Atherosclerosis
mAb_448,!/hgnc_id/HGNC:20001,Homozygous_familial_hypercholesterolemia_(HoFH)
mAb_448,!/hgnc_id/HGNC:20001,Heterozygous_familial_hypercholesterolemia_(HeFH)
mAb_448,!/hgnc_id/HGNC:20001,Stroke
mAb_448,!/hgnc_id/HGNC:20001,Hyperlipidemia
mAb_449,!/hgnc_id/HGNC:6015,Asthma
mAb_449,!/hgnc_id/HGNC:6015,Bullous_pemphigoid
mAb_449,!/hgnc_id/HGNC:6015,Atopic_dermatitis_(AD)
mAb_449,!/hgnc_id/HGNC:6015,Esophagitis_eosinophilic
mAb_449,!/hgnc_id/HGNC:6015,Prurigo
mAb_449,!/hgnc_id/HGNC:6015,Nasal_polyposis
mAb_45,!/hgnc_id/HGNC:439,Cancers_ovarian
mAb_45,!/hgnc_id/HGNC:439,Cancers_testicular
mAb_450,!/hgnc_id/HGNC:15488,Psoriasis
mAb_451,!/hgnc_id/HGNC:5464,Cancers_breast
mAb_451,!/hgnc_id/HGNC:5466,Cancers_breast
mAb_452,!/hgnc_id/HGNC:485,Solid_tumors
mAb_453,!/hgnc_id/HGNC:8760,Acute_myeloid_leukemia_(AML)
mAb_453,!/hgnc_id/HGNC:8760,Cancers_prostate
mAb_453,!/hgnc_id/HGNC:8760,Cancers_pancreatic
mAb_453,!/hgnc_id/HGNC:8760,Multiple_myeloma_(MM)
mAb_453,!/hgnc_id/HGNC:8760,Hepatitis_C
mAb_453,!/hgnc_id/HGNC:8760,Lymphoma_follicular_(FL)
mAb_453,!/hgnc_id/HGNC:8760,Cancers_colorectal_(CRC)_metastatic
mAb_453,!/hgnc_id/HGNC:8760,Hodgkin_lymphoma
mAb_453,!/hgnc_id/HGNC:8760,Cancers_liver
mAb_454,!/hgnc_id/HGNC:14085,Multiple_sclerosis_(MS)
mAb_454,!/hgnc_id/HGNC:14085,Amyotrophic_lateral_sclerosis_(ALS)
mAb_455,!/hgnc_id/HGNC:3431,Cancers_non-small_cell_lung_(NSCLC)
mAb_455,!/hgnc_id/HGNC:3431,Solid_tumors
mAb_455,!/hgnc_id/HGNC:3431,Cancers_breast
mAb_455,!/hgnc_id/HGNC:3431,Cancers_ovarian
mAb_456,!/hgnc_id/HGNC:173,Musculoskeletal_diseases
mAb_456,!/hgnc_id/HGNC:173,Type_2_diabetes_(T2_DM)
mAb_456,!/hgnc_id/HGNC:173,Sporadic_inclusion_body_myositis_(sIBM)
mAb_456,!/hgnc_id/HGNC:173,Cachexia
mAb_456,!/hgnc_id/HGNC:173,Sarcopenia
mAb_456,!/hgnc_id/HGNC:174,Musculoskeletal_diseases
mAb_456,!/hgnc_id/HGNC:174,Type_2_diabetes_(T2_DM)
mAb_456,!/hgnc_id/HGNC:174,Sporadic_inclusion_body_myositis_(sIBM)
mAb_456,!/hgnc_id/HGNC:174,Cachexia
mAb_456,!/hgnc_id/HGNC:174,Sarcopenia
