mAb,Target,Indication
mAb_136,!/hgnc_id/HGNC:15582,Cancers_ovarian
mAb_1360,!/hgnc_id/HGNC:11765,Diabetic_nephropathy
mAb_1360,!/hgnc_id/HGNC:11765,Osteoarthritis_(OA)
mAb_1360,!/hgnc_id/HGNC:11765,Diabetic_peripheral_neuropathic_pain
mAb_1360,!/hgnc_id/HGNC:11765,Lombar_radicular_pain
mAb_1360,!/hgnc_id/HGNC:3443,Diabetic_nephropathy
mAb_1360,!/hgnc_id/HGNC:3443,Osteoarthritis_(OA)
mAb_1360,!/hgnc_id/HGNC:3443,Diabetic_peripheral_neuropathic_pain
mAb_1360,!/hgnc_id/HGNC:3443,Lombar_radicular_pain
mAb_1361,!/hgnc_id/HGNC:26838,Cancers_non-small_cell_lung_(NSCLC)
mAb_1361,!/hgnc_id/HGNC:26838,Neoplasms
mAb_1361,!/hgnc_id/HGNC:26838,Multiple_myeloma_(MM)
mAb_1362,!/hgnc_id/HGNC:9662,Acute_myeloid_leukemia_(AML)
mAb_1362,!/hgnc_id/HGNC:9662,Neoplasms
mAb_1362,!/hgnc_id/HGNC:9662,Myelodysplastic_syndromes_(MDS)
mAb_1363,!/hgnc_id/HGNC:11931,Colitis_ulcerative_(UC)
mAb_1363,!/hgnc_id/HGNC:11931,Crohns_disease_(CD)
mAb_1363,!/hgnc_id/HGNC:11931,Diffuse_cutaneous_systemic_sclerosis_(dcSSc)
mAb_1363,!/hgnc_id/HGNC:11931,Interstitial_lung_disease_(ILD)
mAb_1364,!/hgnc_id/HGNC:11766,Myelodysplastic_syndromes_(MDS)
mAb_1364,!/hgnc_id/HGNC:11766,Cancers_pancreatic
mAb_1364,!/hgnc_id/HGNC:11766,Cancers_colorectal_(CRC)_metastatic
mAb_1364,!/hgnc_id/HGNC:11766,Pancreatic_ductal_adenocarcinoma_metastatic_(PDAC)
mAb_1364,!/hgnc_id/HGNC:11768,Myelodysplastic_syndromes_(MDS)
mAb_1364,!/hgnc_id/HGNC:11768,Cancers_pancreatic
mAb_1364,!/hgnc_id/HGNC:11768,Cancers_colorectal_(CRC)_metastatic
mAb_1364,!/hgnc_id/HGNC:11768,Pancreatic_ductal_adenocarcinoma_metastatic_(PDAC)
mAb_1365,!/hgnc_id/HGNC:8760,Cancers_gastric
mAb_1365,!/hgnc_id/HGNC:8760,Cancers_esophageal_metastatic
mAb_1365,!/hgnc_id/HGNC:8760,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1365,!/hgnc_id/HGNC:8760,Hepatocellular_carcinoma_(HCC)_metastatic
mAb_1366,!/hgnc_id/HGNC:11924,Cancers_gastric
mAb_1366,!/hgnc_id/HGNC:11924,Cancers_esophageal_metastatic
mAb_1366,!/hgnc_id/HGNC:11924,Soft-tissue_sarcoma_(STS)
mAb_1366,!/hgnc_id/HGNC:11924,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1366,!/hgnc_id/HGNC:11924,Hepatocellular_carcinoma_(HCC)_metastatic
mAb_1367,!/hgnc_id/HGNC:11919,Cancers_gastric
mAb_1367,!/hgnc_id/HGNC:11919,Cancers_esophageal_metastatic
mAb_1367,!/hgnc_id/HGNC:11919,Carcinoma_head_and_neck_squamous_cell_(HNSCC)_recurrent_or_metastatic
mAb_1367,!/hgnc_id/HGNC:11919,Hepatocellular_carcinoma_(HCC)_metastatic
mAb_1368,!/hgnc_id/HGNC:2505,Solid_tumors
mAb_1369,!/hgnc_id/HGNC:3430,ERBB2-positive_malignancies
mAb_137,tumour_associated_glycoprotein_72,Cancers_breast
mAb_137,tumour_associated_glycoprotein_72,Cancers_rectal
mAb_137,tumour_associated_glycoprotein_72,Cancers_colon
mAb_1370,!/hgnc_id/HGNC:8760,Cancers_non-small_cell_lung_(NSCLC)
mAb_1370,!/hgnc_id/HGNC:26838,Cancers_non-small_cell_lung_(NSCLC)
mAb_1371,!/hgnc_id/HGNC:6476,Melanoma
mAb_1371,!/hgnc_id/HGNC:6476,Cancers_head_and_neck
mAb_1371,!/hgnc_id/HGNC:6476,Cancers_urothelial_(UC)
mAb_1371,!/hgnc_id/HGNC:6476,Cancers_endometrial_(EC)
mAb_1372,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)_metastatic
mAb_1373,!/hgnc_id/HGNC:8760,Solid_tumors
mAb_1374,!/hgnc_id/HGNC:11763,
mAb_1375,!/hgnc_id/HGNC:11763,
mAb_1376,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1377,,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_1378,!/hgnc_id/HGNC:11929,Systemic_lupus_erythematosus_(SLE)
mAb_1378,!/hgnc_id/HGNC:11928,Systemic_lupus_erythematosus_(SLE)
mAb_1379,!/hgnc_id/HGNC:1682,Acute_myeloid_leukemia_(AML)
mAb_1379,!/hgnc_id/HGNC:1682,Cancers_ovarian
mAb_1379,!/hgnc_id/HGNC:1682,Multiple_myeloma_(MM)
mAb_1379,!/hgnc_id/HGNC:1682,Lymphoma
mAb_1379,!/hgnc_id/HGNC:1682,Lymphoma_B_cell
mAb_138,tumour_associated_glycoprotein_72,Cancers_colorectal_(CRC)
mAb_138,tumour_associated_glycoprotein_72,Cancers_ovarian
mAb_1380,!/hgnc_id/HGNC:6015,Cancers_brain_and_central_nervous_system
mAb_1380,!/hgnc_id/HGNC:6015,Glioblastoma_multiforme_(GBM)
mAb_1381,!/hgnc_id/HGNC:6009,Systemic_lupus_erythematosus_(SLE)
mAb_1381,!/hgnc_id/HGNC:6009,Psoriasis
mAb_1381,!/hgnc_id/HGNC:6009,Atopic_dermatitis_(AD)
mAb_1382,!/hgnc_id/HGNC:3688,Hypertriglyceridemia
mAb_1382,!/hgnc_id/HGNC:3688,Non-alcoholic_steatohepatitis_(NASH)
mAb_1383,!/hgnc_id/HGNC:11913,Multiple_myeloma_(MM)
mAb_1384,!/hgnc_id/HGNC:1633,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_1385,!/hgnc_id/HGNC:1633,Acute_myeloid_leukemia_(AML)
mAb_1386,!/hgnc_id/HGNC:2039,
mAb_1387,ganglioside_GM2,
mAb_1388,!/hgnc_id/HGNC:11923,Peripheral_T/NK_cell_lymphoma
mAb_1388,!/hgnc_id/HGNC:11923,Hodgkin_lymphoma
mAb_1388,!/hgnc_id/HGNC:3619,Peripheral_T/NK_cell_lymphoma
mAb_1388,!/hgnc_id/HGNC:3619,Hodgkin_lymphoma
mAb_1389,!/hgnc_id/HGNC:1804,
mAb_139,NCA-90,Acute_atypical_appendicitis
mAb_139,NCA-90,Osteomyelitis
mAb_1390,!/hgnc_id/HGNC:6008,
mAb_1391,!/hgnc_id/HGNC:17635,
mAb_1392,!/hgnc_id/HGNC:12680,
mAb_1393,,
mAb_1394,!/hgnc_id/HGNC:7029,Cancers_non-small_cell_lung_(NSCLC)
mAb_1395,!/hgnc_id/HGNC:5434,Dermatomyositis
mAb_1396,!/hgnc_id/HGNC:11931,
mAb_1397,!/hgnc_id/HGNC:8760,
mAb_1398,!/hgnc_id/HGNC:6091,
mAb_1399,!/hgnc_id/HGNC:1667,Hematologic_malignancies
mAb_14,!/hgnc_id/HGNC:6155,Acute_myocardial_infarction
mAb_140,!/hgnc_id/HGNC:4015,Appendicitis
mAb_1400,!/hgnc_id/HGNC:3363,
mAb_1401,!/hgnc_id/HGNC:6596,
mAb_1402,!/hgnc_id/HGNC:2505,
mAb_1403,!/hgnc_id/HGNC:2505,
mAb_1404,!/hgnc_id/HGNC:17761,
mAb_1405,?term=HIV-1,
mAb_1406,!/hgnc_id/HGNC:2032,
mAb_1407,!/hgnc_id/HGNC:4271,
mAb_1408,!/hgnc_id/HGNC:4271,
mAb_1409,!/hgnc_id/HGNC:2505,
mAb_141,!/hgnc_id/HGNC:2466,Cutaneous_melanoma_lesions
mAb_1410,!/hgnc_id/HGNC:17635,
mAb_1410,!/hgnc_id/HGNC:1674,
mAb_1410,!/hgnc_id/HGNC:11924,
mAb_1410,!/hgnc_id/HGNC:1673,
mAb_1410,!/hgnc_id/HGNC:10256,
mAb_1411,!/hgnc_id/HGNC:16892,Solid_tumors
mAb_1412,!/hgnc_id/HGNC:3431,
mAb_1413,!/vgnc_id/VGNC:41981,
mAb_1414,!/hgnc_id/HGNC:6729,
mAb_1415,!/hgnc_id/HGNC:6729,
mAb_1416,!/hgnc_id/HGNC:1674,
mAb_1416,!/hgnc_id/HGNC:4964,
mAb_1417,!/hgnc_id/HGNC:6563,
mAb_1418,!/hgnc_id/HGNC:11905,Cancers_colorectal_(CRC)
mAb_1418,!/hgnc_id/HGNC:11905,Cancers_non-small_cell_lung_(NSCLC)
mAb_1419,!/hgnc_id/HGNC:3179,
mAb_142,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)
mAb_1420,!/hgnc_id/HGNC:15488,
mAb_1421,!/hgnc_id/HGNC:28873,
mAb_1422,!/hgnc_id/HGNC:28873,
mAb_1423,!/hgnc_id/HGNC:6015,
mAb_1424,!/hgnc_id/HGNC:620,
mAb_1425,!/hgnc_id/HGNC:26838,
mAb_1426,!/hgnc_id/HGNC:1247,
mAb_1427,!/hgnc_id/HGNC:6608,
mAb_1428,!/hgnc_id/HGNC:8760,
mAb_1428,!/hgnc_id/HGNC:18437,
mAb_1429,!/hgnc_id/HGNC:620,
mAb_143,DNA/histone_(H1)_complex,Solid_tumors
mAb_143,DNA/histone_(H1)_complex,Glioblastoma_multiforme_(GBM)
mAb_143,DNA/histone_(H1)_complex,Cancers_brain_malignant_glioma
mAb_1430,!/hgnc_id/HGNC:2505,
mAb_1431,!/hgnc_id/HGNC:6015,
mAb_1432,!/hgnc_id/HGNC:12680,
mAb_1433,!/hgnc_id/HGNC:11935,
mAb_1434,!/hgnc_id/HGNC:13700,
mAb_1435,!/hgnc_id/HGNC:2436,
mAb_1436,!/hgnc_id/HGNC:3430,
mAb_1437,!/hgnc_id/HGNC:6018,
mAb_1438,!/hgnc_id/HGNC:5465,
mAb_1439,!/hgnc_id/HGNC:18437,
mAb_1440,!/hgnc_id/HGNC:1674,
mAb_1440,!/hgnc_id/HGNC:11913,
mAb_1441,!/hgnc_id/HGNC:6008,
mAb_1442,!/hgnc_id/HGNC:1631,
mAb_1443,!/hgnc_id/HGNC:1674,
mAb_1443,!/hgnc_id/HGNC:9336,
mAb_1444,!/hgnc_id/HGNC:17635,
mAb_1445,!/hgnc_id/HGNC:5978,
mAb_1447,!/hgnc_id/HGNC:6066,
mAb_1448,!/hgnc_id/HGNC:4324,
mAb_1449,!/hgnc_id/HGNC:4263,
mAb_145,!/hgnc_id/HGNC:1817,Cancers
mAb_1450,!/hgnc_id/HGNC:17635,
mAb_1451,!/hgnc_id/HGNC:1682,
mAb_1453,complement_5,
mAb_1454,!/hgnc_id/HGNC:11913,
mAb_1455,!/hgnc_id/HGNC:2492,
mAb_1455,!/hgnc_id/HGNC:2491,
mAb_1456,!/hgnc_id/HGNC:11913,
mAb_1457,!/hgnc_id/HGNC:1633,
mAb_1458,!/hgnc_id/HGNC:7315,
mAb_1458,!/hgnc_id/HGNC:1633,
mAb_1459,!/hgnc_id/HGNC:2492,
mAb_1459,!/hgnc_id/HGNC:2491,
mAb_146,!/hgnc_id/HGNC:6138,Acute_coronary_syndrome_(ACS)
mAb_146,!/hgnc_id/HGNC:6138,Stroke
mAb_146,!/hgnc_id/HGNC:6138,Refractory_unstable_angina_when_percutaneous_coronary_intervention_is_planned
mAb_146,!/hgnc_id/HGNC:6138,Acute_myocardial_infarction
mAb_146,!/hgnc_id/HGNC:6138,Anti-platelet_prevention_of_blood_clots_in_the_setting_of_high_risk_percutaneous_transluminal_coronary_angioplasty
mAb_1460,!/hgnc_id/HGNC:7315,
mAb_1460,!/hgnc_id/HGNC:1633,
mAb_1461,!/hgnc_id/HGNC:11913,
mAb_1462,,
mAb_1463,!/hgnc_id/HGNC:11919,
mAb_1464,!/hgnc_id/HGNC:8554,
mAb_1465,!/hgnc_id/HGNC:1697,
mAb_1466,!/hgnc_id/HGNC:1697,
mAb_1467,!/hgnc_id/HGNC:1633,
mAb_1468,!/hgnc_id/HGNC:1674,
mAb_1468,!/hgnc_id/HGNC:1756,
mAb_147,urushiol,Poison_ivy
mAb_147,urushiol,Poison_oak
mAb_1470,!/hgnc_id/HGNC:10722,
mAb_1471,!/hgnc_id/HGNC:6066,
mAb_1471,!/hgnc_id/HGNC:4216,
mAb_1471,!/hgnc_id/HGNC:4223,
mAb_1472,!/hgnc_id/HGNC:12405,
mAb_1473,!/hgnc_id/HGNC:399,
mAb_1473,trispecific,
mAb_1473,!/hgnc_id/HGNC:5973,
mAb_1473,!/hgnc_id/HGNC:14900,
mAb_1474,!/hgnc_id/HGNC:6001,
mAb_1476,CXCL,
mAb_1477,!/hgnc_id/HGNC:17635,Solid_tumors_advanced_or_metastatic
mAb_1477,!/hgnc_id/HGNC:17635,Non-small_lung_carcinoma
mAb_1477,!/hgnc_id/HGNC:17635,Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)
mAb_1477,!/hgnc_id/HGNC:11924,Solid_tumors_advanced_or_metastatic
mAb_1477,!/hgnc_id/HGNC:11924,Non-small_lung_carcinoma
mAb_1477,!/hgnc_id/HGNC:11924,Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)
mAb_1478,!/hgnc_id/HGNC:2505,
mAb_1479,!/hgnc_id/HGNC:8760,
mAb_1479,!/hgnc_id/HGNC:6476,
mAb_148,!/hgnc_id/HGNC:6008,Organ_transplant_rejection_acute
mAb_148,!/hgnc_id/HGNC:6008,Kidney_transplant_rejection_acute
mAb_1480,!/hgnc_id/HGNC:399,
mAb_1480,trispecific,
mAb_1480,!/hgnc_id/HGNC:5973,
mAb_1480,!/hgnc_id/HGNC:5981,
mAb_1480,!/hgnc_id/HGNC:16404,
mAb_1481,!/hgnc_id/HGNC:11924,
mAb_1481,!/hgnc_id/HGNC:2039,
mAb_1482,!/hgnc_id/HGNC:3529,
mAb_1483,!/hgnc_id/HGNC:54777,
mAb_1484,!/hgnc_id/HGNC:3431,
mAb_1484,!/hgnc_id/HGNC:3236,
mAb_1485,!/hgnc_id/HGNC:1338,
mAb_1486,!/hgnc_id/HGNC:26838,
mAb_1487,!/hgnc_id/HGNC:1667,
mAb_1488,!/hgnc_id/HGNC:399,
mAb_1488,pentavalent,
mAb_1488,!/hgnc_id/HGNC:30743,
mAb_1488,trispecific,
mAb_1488,!/hgnc_id/HGNC:5973,
mAb_1489,!/hgnc_id/HGNC:7808,
mAb_149,phosphatidylserine,Cancers_non-small_cell_lung_(NSCLC)
mAb_149,phosphatidylserine,Cancers_breast
mAb_149,phosphatidylserine,Hepatitis_C
mAb_149,phosphatidylserine,Cancers_liver
mAb_149,phosphatidylserine,Influenza
mAb_1490,!/hgnc_id/HGNC:6476,
mAb_1491,!/hgnc_id/HGNC:1135,
mAb_1492,!/hgnc_id/HGNC:3788,Renal_cell_carcinoma_(RCC)
mAb_1492,!/hgnc_id/HGNC:3788,Cancers_prostate_metastatic
mAb_1492,!/hgnc_id/HGNC:1653,Renal_cell_carcinoma_(RCC)
mAb_1492,!/hgnc_id/HGNC:1653,Cancers_prostate_metastatic
mAb_1493,!/hgnc_id/HGNC:1331,
mAb_1494,!/hgnc_id/HGNC:6009,
mAb_1494,!/hgnc_id/HGNC:6008,
mAb_1494,!/hgnc_id/HGNC:6010,
mAb_1495,!/hgnc_id/HGNC:6342,
mAb_1496,!/hgnc_id/HGNC:6342,
mAb_1497,!/hgnc_id/HGNC:3236,
mAb_1497,!/hgnc_id/HGNC:7029,
mAb_1498,,
mAb_1499,!/hgnc_id/HGNC:17635,
mAb_1499,!/hgnc_id/HGNC:11924,
mAb_15,!/hgnc_id/HGNC:6014,Asthma
mAb_150,Lewis_Y,Cancers_breast
mAb_150,Lewis_Y,Cancers_ovarian
mAb_1500,!/hgnc_id/HGNC:12681,
mAb_1501,!/hgnc_id/HGNC:1674,
mAb_1501,!/hgnc_id/HGNC:1643,
mAb_1502,!/hgnc_id/HGNC:6373,
mAb_1503,!/hgnc_id/HGNC:5981,
mAb_1504,!/hgnc_id/HGNC:11530,
mAb_1505,!/hgnc_id/HGNC:12246,
mAb_1506,!/hgnc_id/HGNC:11086,
mAb_1507,!/hgnc_id/HGNC:6161,
mAb_1508,!/hgnc_id/HGNC:6161,
mAb_1509,?term=Rabies+virus,
mAb_151,!/hgnc_id/HGNC:3236,Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)
mAb_151,!/hgnc_id/HGNC:3236,Cancers_colorectal_(CRC)_metastatic
mAb_151,!/hgnc_id/HGNC:3236,Cancers_esophageal_resectable
mAb_1510,,
mAb_1511,!/hgnc_id/HGNC:14281,
mAb_1512,,
mAb_1513,!/hgnc_id/HGNC:3430,
mAb_1514,?term=BKV,
mAb_1515,!/hgnc_id/HGNC:24235,
mAb_1516,!/hgnc_id/HGNC:8021,
mAb_1517,!/hgnc_id/HGNC:620,
mAb_1518,!/hgnc_id/HGNC:21087,
mAb_1519,!/hgnc_id/HGNC:14281,
mAb_152,!/hgnc_id/HGNC:1678,Asthma
mAb_152,!/hgnc_id/HGNC:1678,Rheumatoid_arthritis_(RA)
mAb_1520,!/hgnc_id/HGNC:5988,
mAb_1521,!/hgnc_id/HGNC:2505,
mAb_1522,!/hgnc_id/HGNC:5965,
mAb_1522,!/hgnc_id/HGNC:5964,
mAb_1523,!/hgnc_id/HGNC:242,
mAb_1524,!/hgnc_id/HGNC:17635,
mAb_1524,!/hgnc_id/HGNC:11924,
mAb_1525,!/hgnc_id/HGNC:3688,
mAb_1526,!/hgnc_id/HGNC:11763,
mAb_1527,!/hgnc_id/HGNC:11763,
mAb_1528,!/hgnc_id/HGNC:11763,
mAb_1529,!/hgnc_id/HGNC:1633,
mAb_153,!/hgnc_id/HGNC:3544,Antithrombotic
mAb_1530,!/hgnc_id/HGNC:3430,
mAb_1530,!/hgnc_id/HGNC:1674,
mAb_1531,!/hgnc_id/HGNC:1643,
mAb_1532,!/hgnc_id/HGNC:11913,
mAb_1533,!/hgnc_id/HGNC:1643,
mAb_1534,!/hgnc_id/HGNC:11937,
mAb_1537,!/hgnc_id/HGNC:6025,Adenocarcinoma_gastric
mAb_1537,!/hgnc_id/HGNC:6025,Myelodysplastic_syndromes_(MDS)
mAb_1537,!/hgnc_id/HGNC:6025,Colon_sarcoma
mAb_1538,!/hgnc_id/HGNC:27596,
mAb_1539,!/hgnc_id/HGNC:11138,
mAb_154,!/hgnc_id/HGNC:1700,Non-Hodgkins_lymphoma_(NHL)
mAb_154,!/hgnc_id/HGNC:1700,Psoriasis
mAb_154,!/hgnc_id/HGNC:1700,Rheumatoid_arthritis_(RA)
mAb_1540,!/hgnc_id/HGNC:17635,
mAb_1540,!/hgnc_id/HGNC:1682,
mAb_1541,!/hgnc_id/HGNC:8021,
mAb_1542,!/hgnc_id/HGNC:11905,
mAb_1543,Fucosyl_ganglioside_GM1,
mAb_1544,!/hgnc_id/HGNC:1674,
mAb_1544,!/hgnc_id/HGNC:1659,
mAb_1545,!/hgnc_id/HGNC:1609,
mAb_1546,!/hgnc_id/HGNC:6012,
mAb_1546,!/hgnc_id/HGNC:6731,
mAb_1547,!/hgnc_id/HGNC:30743,
mAb_1548,!/hgnc_id/HGNC:11892,
mAb_1548,!/hgnc_id/HGNC:399,
mAb_1548,pentavalent,
mAb_1548,trispecific,
mAb_1548,!/hgnc_id/HGNC:11934,
mAb_1549,!/hgnc_id/HGNC:1609,
mAb_155,!/hgnc_id/HGNC:1628,Severe_acute_respiratory_syndrome_coronavirus_2_(SARS-CoV-2)_infection_(COVID-19)
mAb_155,!/hgnc_id/HGNC:1628,Sepsis_toxic_shock
mAb_155,!/hgnc_id/HGNC:1628,Amyotrophic_lateral_sclerosis_(ALS)
mAb_1550,!/hgnc_id/HGNC:3430,
mAb_1551,!/hgnc_id/HGNC:3430,
mAb_1552,!/hgnc_id/HGNC:6015,
mAb_1553,!/hgnc_id/HGNC:6024,
mAb_1554,!/hgnc_id/HGNC:8760,
mAb_1554,!/hgnc_id/HGNC:6476,
mAb_1555,!/hgnc_id/HGNC:3236,Cancers_non-small_cell_lung_(NSCLC)
mAb_1555,!/hgnc_id/HGNC:3236,Cancers
mAb_1555,!/hgnc_id/HGNC:1653,Cancers_non-small_cell_lung_(NSCLC)
mAb_1555,!/hgnc_id/HGNC:1653,Cancers
mAb_1556,!/hgnc_id/HGNC:1609,
mAb_1557,!/hgnc_id/HGNC:6378,
mAb_1558,ganglioside_GD2_(disialoganglioside_GD2),
mAb_1559,!/hgnc_id/HGNC:25201,
mAb_156,!/hgnc_id/HGNC:11892,Psoriatic_arthritis_(PSA)
mAb_156,!/hgnc_id/HGNC:11892,Ankylosing_spondylitis_(AS)
mAb_156,!/hgnc_id/HGNC:11892,Colitis_ulcerative_(UC)
mAb_156,!/hgnc_id/HGNC:11892,Rheumatoid_arthritis_(RA)
mAb_156,!/hgnc_id/HGNC:11892,Psoriasis_severe_chronic_plaque
mAb_156,!/hgnc_id/HGNC:11892,Crohns_disease_(CD)
mAb_1560,!/hgnc_id/HGNC:28873,
mAb_1561,!/hgnc_id/HGNC:28873,
mAb_1562,!/hgnc_id/HGNC:1674,
mAb_1562,!/hgnc_id/HGNC:11913,
mAb_1563,!/hgnc_id/HGNC:11918,
mAb_1564,!/hgnc_id/HGNC:1674,
mAb_1564,!/hgnc_id/HGNC:399,
mAb_1564,trispecific,
mAb_1564,!/hgnc_id/HGNC:2909,
mAb_1565,vixticibart,
mAb_1566,!/hgnc_id/HGNC:11138,
mAb_1567,!/hgnc_id/HGNC:1609,
mAb_1568,?term=HBV,
mAb_1569,!/hgnc_id/HGNC:1674,
mAb_1569,!/hgnc_id/HGNC:13935,
mAb_157,!/hgnc_id/HGNC:1678,Rheumatoid_arthritis_(RA)
mAb_1570,!/hgnc_id/HGNC:9662,
mAb_1571,!/hgnc_id/HGNC:3788,Cancers_prostate
mAb_1572,!/hgnc_id/HGNC:3778,
mAb_1573,!/hgnc_id/HGNC:3778,
mAb_1574,!/hgnc_id/HGNC:1674,
mAb_1574,!/hgnc_id/HGNC:6012,
mAb_1575,!/hgnc_id/HGNC:7371,
mAb_1576,!/hgnc_id/HGNC:7371,
mAb_1577,!/hgnc_id/HGNC:1643,
mAb_1578,!/hgnc_id/HGNC:1643,
mAb_1579,!/hgnc_id/HGNC:6371,
mAb_158,!/hgnc_id/HGNC:3612,Chronic_lymphocytic_leukemia_(CLL)
mAb_158,!/hgnc_id/HGNC:3612,Allergic_asthma
mAb_1580,!/hgnc_id/HGNC:1674,Cancers_small_cell_lung_(SCLC)
mAb_1580,HEK,Cancers_small_cell_lung_(SCLC)
mAb_1581,!/hgnc_id/HGNC:30743,
mAb_1582,!/hgnc_id/HGNC:21031,
mAb_1583,!/hgnc_id/HGNC:21031,
mAb_1584,!/hgnc_id/HGNC:3791,Cancers_endometrial_(EC)
mAb_1585,!/hgnc_id/HGNC:3791,Cancers_endometrial_(EC)
mAb_1586,!/hgnc_id/HGNC:5522,
mAb_1587,!/hgnc_id/HGNC:6018,
mAb_1588,!/hgnc_id/HGNC:1653,
mAb_1589,!/hgnc_id/HGNC:1674,
mAb_1589,!/hgnc_id/HGNC:399,
mAb_1589,trispecific,
mAb_1589,!/hgnc_id/HGNC:11913,
mAb_159,HLA-DR10,Non-Hodgkins_lymphoma_(NHL)
mAb_1590,!/hgnc_id/HGNC:1817,
mAb_1591,!/hgnc_id/HGNC:1817,
mAb_1592,!/hgnc_id/HGNC:3791,
mAb_1593,!/hgnc_id/HGNC:3791,
mAb_1594,!/hgnc_id/HGNC:3541,
mAb_1595,!/hgnc_id/HGNC:3541,
mAb_1596,tetanus_toxin_(TeNT),
mAb_1597,influenza_A_virus_hemagglutinin_HA,
mAb_1598,!/hgnc_id/HGNC:2505,
mAb_1599,!/hgnc_id/HGNC:2039,
mAb_16,,Lymphoma
mAb_160,!/hgnc_id/HGNC:1678,Mycoisis_fungoides_(MF)_or_Sezary_syndrome
mAb_160,!/hgnc_id/HGNC:1678,Crohns_disease_(CD)
mAb_1600,!/hgnc_id/HGNC:2039,
mAb_1601,!/hgnc_id/HGNC:7029,
mAb_1602,!/hgnc_id/HGNC:3236,
mAb_1602,!/hgnc_id/HGNC:7029,
mAb_1603,!/hgnc_id/HGNC:3236,
mAb_1603,!/hgnc_id/HGNC:7029,
mAb_1604,!/hgnc_id/HGNC:3430,
mAb_1605,!/hgnc_id/HGNC:6162,
mAb_1606,!/hgnc_id/HGNC:4893,
mAb_1607,,
mAb_1608,!/hgnc_id/HGNC:7943,
mAb_1609,!/hgnc_id/HGNC:399,
mAb_161,!/hgnc_id/HGNC:7315,Myasthenia_Gravis_(MG)
mAb_161,!/hgnc_id/HGNC:7315,Rheumatoid_arthritis_(RA)
mAb_161,!/hgnc_id/HGNC:7315,Chronic_lymphocytic_leukemia_(CLL)
mAb_161,!/hgnc_id/HGNC:7315,Wegeners_Granulomatosis_(WG)_and_Microscopic_Polygamiitis_(MPA)_in_combination_with_glucocorticoides
mAb_161,!/hgnc_id/HGNC:7315,Lymphoma_diffuse_large_B_cell_(DLBCL)
mAb_161,!/hgnc_id/HGNC:7315,Pemphigus_vulgaris_(PV)
mAb_161,!/hgnc_id/HGNC:7315,Waldenstrom_macroglobulinemia_(WM)
mAb_161,!/hgnc_id/HGNC:7315,Non-Hodgkins_lymphoma_(NHL)_follicular_CD20_positive_relapsed_or_refractory_low_grade
mAb_161,!/hgnc_id/HGNC:7315,Chronic_focal_encephalitis_(CFE)
mAb_161,!/hgnc_id/HGNC:7315,Solid_organ_transplantation
mAb_1610,MASP3,
mAb_1611,!/hgnc_id/HGNC:1383,
mAb_1612,!/hgnc_id/HGNC:1674,
mAb_1612,!/hgnc_id/HGNC:28873,
mAb_1613,!/hgnc_id/HGNC:7315,
mAb_1613,!/hgnc_id/HGNC:1682,
mAb_1614,!/hgnc_id/HGNC:1674,
mAb_1615,!/hgnc_id/HGNC:1706,
mAb_1615,!/hgnc_id/HGNC:1707,
mAb_1616,!/hgnc_id/HGNC:3236,Carcinoma_head_and_neck_squamous_cell_carcinoma_(HNSCC)
mAb_1617,T_cell_receptor_germline-encoded_variable_chain_Vβ6/β10,
mAb_1618,!/hgnc_id/HGNC:5522,
mAb_1619,!/hgnc_id/HGNC:26838,
mAb_162,!/hgnc_id/HGNC:5970,Multiple_sclerosis_(MS)
mAb_162,!/hgnc_id/HGNC:5970,Psoriasis
mAb_162,!/hgnc_id/HGNC:5970,Crohns_disease_(CD)
mAb_1620,!/hgnc_id/HGNC:12680,
mAb_1620,!/hgnc_id/HGNC:8760,
mAb_1621,!/hgnc_id/HGNC:3236,
mAb_1621,!/hgnc_id/HGNC:1682,
mAb_1622,!/hgnc_id/HGNC:2439,
mAb_1623,!/hgnc_id/HGNC:3688,
mAb_1624,!/hgnc_id/HGNC:3416,
mAb_1625,!/hgnc_id/HGNC:4263,
mAb_1626,!/hgnc_id/HGNC:4324,
mAb_1627,!/hgnc_id/HGNC:13310,
mAb_1628,!/hgnc_id/HGNC:1633,
mAb_1629,!/hgnc_id/HGNC:11913,
mAb_163,!/hgnc_id/HGNC:6025,Psoriasis
mAb_163,!/hgnc_id/HGNC:6025,Rheumatoid_arthritis_(RA)
mAb_1630,!/hgnc_id/HGNC:4688,
mAb_1631,!/hgnc_id/HGNC:11913,
mAb_1632,!/hgnc_id/HGNC:1695,
mAb_1633,!/hgnc_id/HGNC:6802,
mAb_164,!/hgnc_id/HGNC:11529,Cancers_breast
